olaTTNIg62	olaTTNAIg62/195	74.737	95	24	0	1	95	1	95	1.33e-53	153
olaTTNIg62	olaTTNAIg64/193	35.789	95	58	2	1	95	1	92	1.32e-13	51.6
olaTTNIg62	olaTTNAIg88/193	37.179	78	48	1	14	91	12	88	4.36e-13	50.4
olaTTNIg62	olaTTNAIg88/193	38.889	18	11	0	65	82	1	18	0.096	20.4
olaTTNIg62	olaTTNAIg103/196	38.272	81	48	2	1	80	1	80	1.15e-12	49.3
olaTTNIg62	olaTTNAIg106/197	27.174	92	66	1	1	91	1	92	4.77e-12	47.8
olaTTNIg62	olaTTNAIg107/194	34.211	76	47	1	20	95	21	93	2.88e-11	45.8
olaTTNIg62	olaTTNAIg111/1101	37.333	75	45	2	20	93	25	98	6.03e-11	45.1
olaTTNIg62	olaTTNAIg90/194	29.213	89	60	1	6	94	8	93	1.14e-10	44.3
olaTTNIg62	olaTTNAIg96/194	30.526	95	62	2	1	94	1	92	5.72e-10	42.4
olaTTNIg62	olaTTNAIg63/197	27.381	84	60	1	11	94	13	95	6.13e-10	42.4
olaTTNIg62	olaTTNAIg72/197	36.145	83	50	2	14	94	14	95	1.82e-09	41.2
olaTTNIg62	olaTTNAIg76/192	30.667	75	51	1	20	94	17	90	3.89e-09	40.0
olaTTNIg62	olaTTNAIg100/196	29.787	94	62	3	1	93	2	92	4.86e-09	40.0
olaTTNIg62	olaTTNAIg70/195	24.468	94	69	2	1	94	2	93	6.78e-09	39.7
olaTTNIg62	olaTTNAIg84/195	33.333	75	47	1	20	94	22	93	1.08e-08	39.3
olaTTNIg62	olaTTNAIg79/196	23.958	96	71	2	1	95	1	95	4.38e-08	37.7
olaTTNIg62	olaTTNAIg89/196	31.746	63	42	1	18	80	19	80	6.61e-08	37.0
olaTTNIg62	olaTTNAIg81/193	27.711	83	55	2	14	94	13	92	1.16e-07	36.6
olaTTNIg62	olaTTNAIg82/196	27.174	92	65	2	1	91	1	91	1.46e-07	36.2
olaTTNIg62	olaTTNAIg73/196	31.868	91	53	3	12	94	6	95	2.11e-07	35.8
olaTTNIg62	olaTTNAIg92/197	31.646	79	53	1	2	80	4	81	2.39e-07	35.8
olaTTNIg62	olaTTNAIg99/1104	32.203	59	39	1	24	82	25	82	2.51e-07	35.4
olaTTNIg62	olaTTNAIg75/195	28.421	95	65	2	1	94	1	93	3.20e-07	35.4
olaTTNIg62	olaTTNAIg93/194	31.250	96	60	3	1	94	1	92	3.25e-07	35.4
olaTTNIg62	olaTTNAIg86/197	25.532	94	64	3	1	93	2	90	4.63e-07	35.0
olaTTNIg62	olaTTNAIg87/194	28.421	95	64	2	1	94	2	93	5.06e-07	34.7
olaTTNIg62	olaTTNAIg91/193	24.675	77	57	1	18	94	16	91	7.67e-07	34.3
olaTTNIg62	olaTTNAIg94/193	25.882	85	62	1	10	94	8	91	1.07e-06	33.9
olaTTNIg62	olaTTNAIg65/195	26.923	78	54	2	3	80	5	79	1.93e-06	33.1
olaTTNIg62	olaTTNAIg102/194	30.667	75	49	1	20	94	21	92	2.30e-06	33.1
olaTTNIg62	olaTTNAIg68/199	27.184	103	60	4	1	94	1	97	2.68e-06	32.7
olaTTNIg62	olaTTNAIg83/196	28.395	81	56	2	1	80	1	80	3.20e-06	32.7
olaTTNIg62	olaTTNAIg74/193	22.581	93	69	2	1	93	1	90	3.37e-06	32.7
olaTTNIg62	olaTTNAIg105/194	33.333	57	35	1	24	80	25	78	3.80e-06	32.3
olaTTNIg62	olaTTNAIg109/193	25.333	75	54	2	20	93	17	90	5.23e-06	32.0
olaTTNIg62	olaTTNAIg78/195	28.889	90	59	2	6	93	7	93	6.49e-06	32.0
olaTTNIg62	olaTTNAIg98/191	24.242	66	49	1	22	87	23	87	2.64e-05	30.0
olaTTNIg62	olaTTNAIg67/1104	27.835	97	53	3	4	93	12	98	2.71e-05	30.4
olaTTNIg62	olaTTNAIg66/1103	26.829	82	55	1	18	94	20	101	4.67e-05	29.6
olaTTNIg62	olaTTNAIg104/198	24.096	83	62	1	12	94	15	96	6.25e-05	29.3
olaTTNIg62	olaTTNAIg95/199	25.287	87	64	1	8	94	10	95	6.33e-05	29.3
olaTTNIg62	olaTTNAIg108/193	30.556	72	45	2	21	92	19	85	7.46e-05	28.9
olaTTNIg62	olaTTNAIg101/196	27.027	74	47	2	24	93	23	93	9.71e-05	28.9
olaTTNIg62	olaTTNAIg110/193	22.973	74	56	1	21	93	19	92	1.74e-04	28.1
olaTTNIg62	olaTTNAIg80/198	28.986	69	48	1	26	94	29	96	0.003	24.6
olaTTNIg62	olaTTNAIg77/197	26.087	69	50	1	26	94	28	95	0.005	24.3
olaTTNIg62	olaTTNAIg97/197	20.000	95	74	2	1	94	2	95	0.016	22.7
olaTTNIg63	olaTTNAIg63/197	79.167	96	20	0	2	97	2	97	2.92e-55	157
olaTTNIg63	olaTTNAIg93/194	36.842	95	58	1	2	96	1	93	5.18e-21	70.9
olaTTNIg63	olaTTNAIg74/193	37.363	91	56	1	6	96	3	92	2.67e-20	68.9
olaTTNIg63	olaTTNAIg73/196	37.500	96	60	0	1	96	1	96	1.96e-19	67.0
olaTTNIg63	olaTTNAIg104/198	38.144	97	59	1	1	96	1	97	2.20e-19	66.6
olaTTNIg63	olaTTNAIg72/197	34.737	95	62	0	2	96	2	96	3.14e-19	66.2
olaTTNIg63	olaTTNAIg65/195	39.583	96	55	2	2	96	1	94	9.99e-18	62.4
olaTTNIg63	olaTTNAIg90/194	33.333	96	62	1	1	96	1	94	4.18e-17	60.8
olaTTNIg63	olaTTNAIg87/194	32.292	96	63	1	1	96	1	94	7.16e-16	57.8
olaTTNIg63	olaTTNAIg77/197	37.000	100	57	3	1	97	1	97	1.07e-15	57.4
olaTTNIg63	olaTTNAIg84/195	33.333	96	62	1	1	96	1	94	1.21e-15	57.0
olaTTNIg63	olaTTNAIg75/195	37.113	97	56	2	2	96	1	94	2.34e-15	56.2
olaTTNIg63	olaTTNAIg99/1104	34.146	82	54	0	3	84	2	83	8.13e-15	55.1
olaTTNIg63	olaTTNAIg81/193	31.579	95	63	1	2	96	1	93	1.03e-14	54.7
olaTTNIg63	olaTTNAIg78/195	32.632	95	64	0	2	96	1	95	1.24e-14	54.7
olaTTNIg63	olaTTNAIg107/194	35.417	96	56	2	2	95	1	92	2.90e-14	53.5
olaTTNIg63	olaTTNAIg96/194	28.421	95	66	1	2	96	1	93	5.86e-14	52.8
olaTTNIg63	olaTTNAIg71/194	36.735	98	56	2	2	97	1	94	7.67e-14	52.4
olaTTNIg63	olaTTNAIg83/196	29.167	96	68	0	2	97	1	96	4.05e-13	50.8
olaTTNIg63	olaTTNAIg76/192	33.735	83	55	0	14	96	9	91	7.80e-13	49.7
olaTTNIg63	olaTTNAIg105/194	30.526	95	64	1	2	96	1	93	1.16e-12	49.3
olaTTNIg63	olaTTNAIg80/198	32.990	97	64	1	1	96	1	97	1.68e-12	49.3
olaTTNIg63	olaTTNAIg94/193	30.208	96	64	1	2	97	1	93	1.70e-12	48.9
olaTTNIg63	olaTTNAIg86/197	28.866	97	69	0	1	97	1	97	2.55e-12	48.5
olaTTNIg63	olaTTNAIg66/1103	30.097	103	65	3	2	97	1	103	2.86e-12	48.5
olaTTNIg63	olaTTNAIg106/197	37.500	80	49	1	19	97	18	97	3.64e-12	48.1
olaTTNIg63	olaTTNAIg102/194	30.928	97	61	2	2	96	1	93	9.19e-12	47.0
olaTTNIg63	olaTTNAIg95/199	25.773	97	72	0	1	97	1	97	9.25e-12	47.4
olaTTNIg63	olaTTNAIg82/196	30.864	81	56	0	16	96	15	95	9.28e-12	47.4
olaTTNIg63	olaTTNAIg64/193	30.667	75	52	0	21	95	17	91	1.23e-11	47.0
olaTTNIg63	olaTTNAIg98/191	25.843	89	66	0	2	90	1	89	1.35e-11	46.6
