olaTTNIg1_196	olaTTNIg1_196	100	96	0	0	1	96	1	96	5.92e-66	185
olaTTNIg1_196	olaTTNIg5_198	32.609	92	61	1	2	93	2	92	2.39e-20	70.1
olaTTNIg1_196	olaTTNIg32_194	32.609	92	61	1	2	93	2	92	4.14e-18	64.3
olaTTNIg1_196	olaTTNIg3_195	35.484	93	58	1	1	93	1	91	7.71e-18	63.5
olaTTNIg1_196	olaTTNIg7_195	26.316	95	70	0	2	96	1	95	3.19e-16	59.3
olaTTNIg1_196	olaTTNIg25_194	29.787	94	65	1	2	95	2	94	1.74e-14	55.1
olaTTNIg1_196	olaTTNIg22_193	33.684	95	60	2	2	96	2	93	2.92e-14	54.3
olaTTNIg1_196	olaTTNIg34_193	32.258	93	61	1	1	93	1	91	8.43e-14	53.1
olaTTNIg1_196	olaTTNIg108_193	31.579	95	61	3	2	95	1	92	2.11e-13	52.4
olaTTNIg1_196	olaTTNIg30_194	34.409	93	58	2	2	93	2	92	1.03e-12	50.4
olaTTNIg1_196	olaTTNIg9_193	31.325	83	54	2	9	91	8	87	1.04e-12	50.4
olaTTNIg1_196	olaTTNIg21_195	31.522	92	61	1	2	93	2	91	1.28e-12	50.4
olaTTNIg1_196	olaTTNIg2_194	36.458	96	57	2	2	96	2	94	2.17e-12	49.7
olaTTNIg1_196	olaTTNIg23_194	32.632	95	62	1	2	96	1	93	6.53e-12	48.5
olaTTNIg1_196	olaTTNIg6_195	29.474	95	66	1	2	96	1	94	1.23e-11	47.8
olaTTNIg1_196	olaTTNIg40_194	30.488	82	55	1	2	83	1	80	1.37e-11	47.8
olaTTNIg1_196	olaTTNIg10_194	33.673	98	58	2	1	95	1	94	2.09e-11	47
olaTTNIg1_196	olaTTNIg112_198	29.412	85	57	2	12	95	15	97	3.23e-11	46.6
olaTTNIg1_196	olaTTNIg115_194	29.167	96	66	1	1	96	1	94	6.45e-11	45.8
olaTTNIg1_196	olaTTNIg41_196	30.108	93	64	1	4	96	4	95	7.16e-11	45.8
olaTTNIg1_196	olaTTNIg110_194	28.261	92	66	0	2	93	1	92	8.43e-11	45.4
olaTTNIg1_196	olaTTNIg4_195	30.435	92	64	0	1	92	1	92	1.36e-10	45.1
olaTTNIg1_196	olaTTNIg29_192	27.174	92	65	1	2	93	1	90	1.87e-10	44.7
olaTTNIg1_196	olaTTNIg117_196	26.316	95	68	1	1	95	1	93	2.92e-10	44.3
olaTTNIg1_196	olaTTNIg43_297	32.609	92	58	3	4	94	5	93	3.18e-10	44.3
olaTTNIg1_196	olaTTNIg77_197	32.911	79	49	2	16	94	19	93	8.22e-10	43.1
olaTTNIg1_196	olaTTNIg116_195	28.75	80	54	2	5	84	6	82	9.18e-10	42.7
olaTTNIg1_196	olaTTNIg44_197	32.632	95	55	5	4	93	6	96	1.43e-09	42.4
olaTTNIg1_196	olaTTNIg33_195	26.582	79	54	2	16	93	16	91	2.05e-09	42
olaTTNIg1_196	olaTTNIg114_192	31.183	93	59	3	2	93	1	89	3.23e-09	41.6
olaTTNIg1_196	olaTTNIg36_194	30.588	85	56	2	1	84	1	83	4.10e-09	41.2
olaTTNIg1_196	olaTTNIg8_195	31.959	97	62	2	2	96	1	95	4.41e-09	41.2
olaTTNIg1_196	olaTTNIg39_194	26.596	94	66	2	2	94	2	93	4.47e-09	41.2
olaTTNIg1_196	olaTTNIg69_194	33.721	86	51	2	9	92	11	92	6.02e-09	40.8
olaTTNIg1_196	olaTTNIg63_197	32.143	84	55	1	8	91	11	92	8.58e-09	40.4
olaTTNIg1_196	olaTTNIg35_193	27.723	101	53	2	2	93	2	91	9.06e-09	40.4
olaTTNIg1_196	olaTTNIg101_195	26.923	78	52	2	16	93	18	90	9.81e-09	40
olaTTNIg1_196	olaTTNIg71_194	28.049	82	55	1	12	93	14	91	9.94e-09	40
olaTTNIg1_196	olaTTNIg73_197	30.137	73	49	2	16	88	19	89	1.03e-08	40
olaTTNIg1_196	olaTTNnewIg_1104	30.588	85	52	3	16	93	18	102	1.19e-08	40
olaTTNIg1_196	olaTTNIg74_196	23.596	89	67	1	2	89	1	89	1.63e-08	39.7
olaTTNIg1_196	olaTTNIg99_197	26.087	69	49	1	16	84	18	84	2.03e-08	39.3
olaTTNIg1_196	olaTTNIg24_194	26.087	92	66	1	2	93	1	90	2.09e-08	39.3
olaTTNIg1_196	olaTTNIg70_195	29.333	75	46	3	11	83	13	82	2.58e-08	39.3
olaTTNIg1_196	olaTTNIg64_193	25.287	87	63	1	2	88	1	85	4.02e-08	38.5
olaTTNIg1_196	olaTTNIg55_190	47.222	36	18	1	4	39	6	40	4.66e-08	38.5
olaTTNIg1_196	olaTTNIg76_192	29.032	93	61	3	2	93	1	89	4.73e-08	38.5
olaTTNIg1_196	olaTTNIg98_196	27.632	76	53	2	16	91	18	91	4.86e-08	38.5
olaTTNIg1_196	olaTTNIg113_197	29.897	97	59	3	2	93	2	94	5.11e-08	38.5
olaTTNIg1_196	olaTTNIg91_193	21.782	101	59	2	2	93	1	90	6.01e-08	38.1
olaTTNIg1_196	olaTTNIg26_192	25.263	95	62	3	2	93	1	89	7.62e-08	37.7
olaTTNIg1_196	olaTTNIg66_196	28.767	73	47	2	16	87	19	87	1.39e-07	37.4
olaTTNIg1_196	olaTTNIg72_197	26.582	79	56	1	8	86	11	87	2.00e-07	37
olaTTNIg1_196	olaTTNIg52_188	26.087	92	57	5	4	93	4	86	2.46e-07	36.6
olaTTNIg1_196	olaTTNIg20_187	28.889	90	57	3	4	93	4	86	2.83e-07	36.2
olaTTNIg1_196	olaTTNIg54_189	33.929	56	33	2	4	59	5	56	3.13e-07	36.2
olaTTNIg1_196	olaTTNIg90_195	26.471	68	46	1	16	83	19	82	4.22e-07	35.8
olaTTNIg1_196	olaTTNIg27_192	29.885	87	56	2	11	94	7	91	4.28e-07	35.8
olaTTNIg1_196	olaTTNIg83_195	24.051	79	57	2	8	85	8	84	4.50e-07	35.8
olaTTNIg1_196	olaTTNIg89_196	21.739	92	67	2	2	93	7	93	4.72e-07	35.8
olaTTNIg1_196	olaTTNIg88_193	27.536	69	48	1	25	93	24	90	6.10e-07	35.4
olaTTNIg1_196	olaTTNIg28_194	28.125	96	60	2	2	93	2	92	6.61e-07	35.4
olaTTNIg1_196	olaTTNIg95_197	24.359	78	57	1	9	86	12	87	7.46e-07	35.4
olaTTNIg1_196	olaTTNIg84_195	27.273	88	57	3	8	93	10	92	8.20e-07	35
olaTTNIg1_196	olaTTNIg102_195	21.25	80	59	1	9	88	12	87	1.92e-06	34.3
olaTTNIg1_196	olaTTNIg38_193	25.806	93	67	1	2	94	2	92	2.42e-06	33.9
olaTTNIg1_196	olaTTNIg94_193	28.205	78	54	1	16	93	15	90	3.69e-06	33.5
olaTTNIg1_196	olaTTNIg14_188	28.205	39	28	0	7	45	7	45	5.58e-06	32.7
olaTTNIg1_196	olaTTNIg82_196	28	75	52	1	9	83	11	83	5.74e-06	33.1
olaTTNIg1_196	olaTTNIg81_193	20	85	63	1	9	93	11	90	6.10e-06	32.7
olaTTNIg1_196	olaTTNIg86_197	22.619	84	60	3	2	85	8	86	8.56e-06	32.3
olaTTNIg1_196	olaTTNIg79_197	26.506	83	58	2	7	88	9	89	1.52e-05	32
olaTTNIg1_196	olaTTNIg107_194	23.171	82	59	1	12	93	14	91	1.60e-05	31.6
olaTTNIg1_196	olaTTNIg105_194	24.719	89	60	3	6	93	7	89	1.65e-05	31.6
olaTTNIg1_196	olaTTNIg87_194	23.377	77	54	2	8	83	9	81	1.69e-05	31.6
olaTTNIg1_196	olaTTNIg75_195	27.273	77	53	2	9	85	11	84	1.76e-05	31.6
olaTTNIg1_196	olaTTNIg78_196	22.727	88	53	3	8	88	9	88	1.77e-05	31.6
